,id,Scientific_Name,size,Size_category,Mass,Habitat,Habitat_Category,Migration,Trophic_Level__Feeding_Habits_,Min_Latitude,Max_Latitude,Centroid_Latitude,Centroid_Longitude,Range_Size,General_Describtion,species_status
4986,5805,micrastur mirandollei,505.1,Large,548.99,Forest,Dense habitats,1,Carnivore,-19.73,10.87,-2.65,-64.06,5269885.69,"The slaty-backed forest falcon (Micrastur mirandollei) is a species of bird of prey in subfamily Herpetotherinae of family Falconidae, the falcons and caracaras. It is found in Costa Rica, Panama, and every mainland South American country except Argentina, Chile, Paraguay, and Uruguay.[2][3][4]",extant
4987,4397,micrastur plumbeus,360.2,Large,185.41,Forest,Dense habitats,1,Carnivore,-0.18,5.83,2.87,-77.60,61914.79,"The plumbeous forest-falcon (Micrastur plumbeus) is a bird of prey in the family Falconidae only found in the Chocó region in Colombia and Ecuador. This rare bird has not been often spotted, which makes its study complicated. For a long time, it was considered to be part of the lined forest-falcons but it now known to be a species of its own.[2] It is currently considered a vulnerable species because of the precarity of its habitat that is threatened by deforestation.[3]",Vulnerable
4988,8099,micrastur ruficollis,392.1,Large,177.64,Forest,Dense habitats,1,Carnivore,-32.22,21.47,-7.39,-58.89,12486169.39,"The barred forest falcon (Micrastur ruficollis) is a species of bird of prey in subfamily Herpetotherinae of family Falconidae, the falcons and caracaras. It occurs from southern Mexico south through most of Central America and in every mainland South American country except Chile and Uruguay.[3][4][5]",extant
4989,8320,micrastur semitorquatus,630.2,Large,621.68,Forest,Dense habitats,1,Carnivore,-29.77,24.22,-6.85,-59.77,13182553.54,"The collared forest falcon (Micrastur semitorquatus) is a species of bird of prey in the family Falconidae. It is the largest member of the Micrastur genus and a common inhabitant of tropical rainforests in Latin America.[3] Hiding in the dense forest canopy, they are a secretive bird often only recognized by their distinctive call. With a morphology or body type allowing them to be agile in their forested habitat, their diet comprises a wide variety of prey from smaller frogs (20 g) to adult turkeys (2.7-3.2 kg).[4]",extant
4990,10314,micrathene whitneyi,175.3,Medium,41.0,Shrubland,Semi-open habitats,3,Carnivore,17.20,35.08,30.03,-108.03,643111.79,"The elf owl (Micrathene whitneyi) is a small grayish-brown owl about the size of a sparrow found in the Southwestern United States, central Mexico, and the Baja California peninsula.[3][4] It has pale yellow eyes highlighted by thin white ""eyebrows"" and a gray bill with a horn-colored tip. The elf owl frequently inhabits woodpecker holes in saguaro cacti; it also nests in natural tree cavities.[5] It is nocturnal and feeds primarily on insects.[6]",extant
4991,1114,microbates cinereiventris,103.3,Small,11.9,Forest,Semi-open habitats,1,Carnivore,-15.24,11.49,-0.50,-76.76,551552.19,"The tawny-faced gnatwren or half-collared gnatwren (Microbates cinereiventris) is a species of bird in the family Polioptilidae, the gnatcatchers. It is found in Bolivia, Colombia, Costa Rica, Ecuador, Nicaragua, Panama, and Peru.[2]",extant
4992,1901,microbates collaris,103.2,Small,10.2,Forest,Dense habitats,1,Carnivore,-6.23,6.21,0.24,-64.14,2367560.87,"The collared gnatwren (Microbates collaris) is a species of bird in the family Polioptilidae, the gnatcatchers. It is found in Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Suriname, and Venezuela.[2]",extant
4993,8835,microcarbo africanus,376.2,Large,545.0,Wetland,Open habitats,1,Carnivore,-34.84,20.87,-3.68,21.29,17477574.05,"The reed cormorant (Microcarbo africanus), also known as the long-tailed cormorant, is a bird in the cormorant family Phalacrocoracidae. It breeds in much of Africa south of the Sahara, and Madagascar. It is resident but undertakes some seasonal movements.",Least Concern
4994,6560,microcarbo coronatus,383.3,Large,762.19,Marine,Open habitats,2,Carnivore,-34.92,-19.66,-28.09,16.32,20849.72,"The crowned cormorant (Microcarbo coronatus) or kuifkopduiker, 'Fringe-head diver', is a small cormorant that is endemic to the waters of the cold Benguela Current of southern Africa. It is an exclusively coastal species and is not found more than 10 km (6 mi) away from land. This species is related to the reed cormorant, and was formerly considered to the same species.",Least Concern
4995,9640,microcarbo melanoleucos,409.4,Large,727.36,Wetland,Open habitats,1,Carnivore,-47.29,8.09,-23.55,144.12,3114425.13,"The little pied cormorant, little shag or kawaupaka (Microcarbo melanoleucos) is a common Australasian waterbird, found around the coasts, islands, estuaries, and inland waters of Australia, New Guinea, New Zealand, Timor-Leste, and Indonesia, and around the islands of the south-western Pacific and the subantarctic. It is a small short-billed cormorant usually black above and white below with a yellow bill and small crest, although a mostly black white-throated form predominates in New Zealand. Three subspecies are recognised. Until recently most authorities referred to this species as Phalacrocorax melanoleucos.",extant
4996,9295,microcarbo niger,363.8,Large,427.0,Wetland,Open habitats,2,Carnivore,-8.78,33.03,20.26,88.00,3849008.88,"The little cormorant (Microcarbo niger) is a member of the cormorant family of seabirds. Slightly smaller than the Indian cormorant it lacks a peaked head and has a shorter beak. It is widely distributed across the Indian Subcontinent and extends east to Java, where it is sometimes called the Javanese cormorant. It forages singly or sometimes in loose groups in lowland freshwater bodies, including small ponds, large lakes, streams and sometimes coastal estuaries. Like other cormorants, it is often found perched on a waterside rock with its wings spread out after coming out of the water. The entire body is black in the breeding season but the plumage is brownish, and the throat has a small whitish patch in the non-breeding season. These birds breed gregariously in trees, often joining other waterbirds at heronries.",Least Concern
4997,2682,microcerculus bambla,105.2,Small,19.1,Forest,Dense habitats,1,Carnivore,-12.39,7.19,1.55,-60.30,1714246.73,"The wing-banded wren (Microcerculus bambla) is a species of bird in the family Troglodytidae. It is found in Brazil, Ecuador, French Guiana, Guyana, Peru, Suriname, and Venezuela.[2]",extant
4998,5338,microcerculus marginatus,106.4,Small,18.22,Forest,Dense habitats,1,Carnivore,-17.19,11.45,-5.05,-65.66,4781168.47,"The southern nightingale-wren (Microcerculus marginatus), also known as the scaly-breasted wren, is a species of bird in the family Troglodytidae. It is found in Bolivia, Brazil, Colombia, Costa Rica, Ecuador, Panama, Peru, and Venezuela.[2][3]",extant
4999,3665,microcerculus philomela,98.3,Small,17.78,Forest,Dense habitats,1,Carnivore,10.06,17.59,14.46,-86.97,177561.00,"The northern nightingale-wren (Microcerculus philomela), or nightingale wren, is a species of passerine bird in the family Troglodytidae. It is found in Belize, Costa Rica, Guatemala, Honduras, Mexico, and Nicaragua.[2][3]",Least Concern
5000,3840,microcerculus ustulatus,111.4,Small,21.0,Forest,Dense habitats,1,Carnivore,0.29,7.34,4.19,-63.92,265691.92,"The flutist wren (Microcerculus ustulatus) is a species of bird in the family Troglodytidae. It is restricted to humid highland forest in the Tepui region of northern Brazil, Guyana, and Venezuela.[2]",extant
5001,8816,microchera albocoronata,67.4,Small,2.7,Forest,Dense habitats,1,Herbivore,8.55,15.94,12.40,-84.04,76810.96,"The snowcap (Microchera albocoronata) is a species of hummingbird in the ""emeralds"", tribe Trochilini of subfamily Trochilinae. It is found in Costa Rica, Honduras, Nicaragua, and Panama.[3][4]",extant
5002,539,microdynamis parva,210.3,Medium,47.22,Forest,Dense habitats,2,Herbivore,-10.73,-0.34,-5.33,141.10,607992.83,"The dwarf koel (Microdynamis parva) is a species of cuckoo in the family Cuculidae. It is monotypic within the genus Microdynamis.[2] It is found in New Guinea, where its natural habitat is subtropical or tropical moist lowland forests.[1] Its closest relatives are the Eudynamys (the true koels).[3]",Least Concern
5003,8703,microeca fascinans,157.3,Medium,14.47,Forest,Semi-open habitats,3,Carnivore,-39.14,-8.70,-26.27,137.17,5302401.74,"The jacky winter (Microeca fascinans) is a small grey-brown robin found commonly throughout Australia and also in Papua New Guinea. The jacky winter acquired its name due to rapid and strong vocalisations, which sound like jacky-jacky winter-winter.[2] Their call is also often referred to as sounding like peter-peter-peter.[3] Its habitats include open woodlands and farmlands.",extant
5004,5238,microeca flavigaster,140.7,Small,12.1,Forest,Semi-open habitats,1,Carnivore,-23.00,-1.47,-9.84,140.83,1175473.95,"The lemon-bellied flyrobin or lemon-bellied flycatcher (Microeca flavigaster) is a species of bird in the family Petroicidae. Found in Australia, Indonesia, and Papua New Guinea, its natural habitats are subtropical or tropical moist lowland forests and subtropical or tropical mangrove forests.",extant
5005,460,microeca hemixantha,137.6,Small,13.65,Forest,Dense habitats,1,Carnivore,-8.01,-7.10,-7.54,131.41,2954.97,"The golden-bellied flyrobin (Microeca hemixantha) is a species of bird in the family Petroicidae.
It is native to the Tanimbar Islands.",Near Threatened
5006,8247,microhierax caerulescens,184.5,Medium,38.72,Forest,Semi-open habitats,1,Carnivore,9.11,29.77,18.66,98.76,1206450.70,The collared falconet (Microhierax caerulescens) is a species of bird of prey in the family Falconidae.,extant
5007,7787,microhierax erythrogenys,187.8,Medium,49.96,Forest,Semi-open habitats,1,Carnivore,5.56,19.58,11.92,123.13,253762.69,"The Philippine falconet (Microhierax erythrogenys) is a species of bird of prey in the family Falconidae, genus Microhierax.[2] It is endemic to the lowland forests of Philippines, and can often be seen near open forest edges hunting flying insects.[3] Philippine falconets nest in woodpecker holes of dead trees, and can be seen fairly commonly within their suitable habitats.[4] Although the Philippine falconet population is declining due to habitat loss, it is still evaluated as ""Least Concern"" globally.[5]",extant
5008,10020,microhierax fringillarius,161.8,Medium,42.9,Forest,Semi-open habitats,1,Carnivore,-8.85,13.66,0.45,107.47,1402352.92,"The black-thighed falconet (Microhierax fringillarius) is one of the smallest birds of prey, typically measuring between 14–16 centimetres (5.5–6.3 in) long, with a 27–32 centimetres (11–13 in) wingspan, which is a size comparable to a typical sparrow.[2] It is native to Brunei Darussalam, Myanmar, Thailand, Malaysia, Singapore and Indonesia, and vagrant to Sri Lanka.[1]",Least Concern
5009,7552,microhierax latifrons,170.2,Medium,41.2,Forest,Semi-open habitats,1,Carnivore,4.00,7.04,5.44,117.11,60479.23,"The white-fronted falconet (Microhierax latifrons), also called the Bornean falconet,[3] is a species of bird of prey in the family Falconidae. Described by the British ornithologist Richard Bowdler Sharpe in 1879, it is endemic to Borneo, where it is found in Sarawak, Sabah, and extreme northeastern Kalimantan. An extremely small falcon, it is only 14–17 cm (5.5–6.7 in) long and weighs 35–65 g (1.2–2.3 oz), being the smallest species of falconet. It has glossy bluish-black upperparts, black flanks and outer thighs, and a black mask. The belly and vent are pale yellowish-brown, while the throat, cheeks, and breast are white. The species can be told apart from other falconets by the colour of its crown and forehead, which is white in males and reddish-brown in females. It has no subspecies.",Near Threatened
5010,8640,microhierax melanoleucos,205.5,Medium,64.22,Forest,Semi-open habitats,1,Carnivore,16.14,33.03,25.65,108.46,2360698.64,"The pied falconet, (Microhierax melanoleucos) is a species of bird of prey in the family Falconidae.
It is found in Bangladesh, Bhutan, China, Hong Kong, India, Laos, and Vietnam.
Its natural habitat is temperate forests.",Least Concern
5011,2149,microligea palustris,144.7,Medium,13.2,Forest,Dense habitats,2,Carnivore,17.54,19.80,18.75,-71.42,30480.02,"The green-tailed warbler (Microligea palustris), also known as the green-tailed ground-tanager, is a species of bird of the family Phaenicophilidae, the Hispaniolan tanagers. It is endemic to the island of Hispaniola which is shared by Haiti and the Dominican Republic.[2]",extant
5012,638,micromacronus leytensis,84.0,Small,5.5,Forest,Dense habitats,1,Carnivore,10.00,12.59,11.55,124.96,20065.38,"The Visayan miniature babbler (Micromacronus leytensis) is a bird species in the family Cisticolidae. It was for a long time the only member of the genus Micromacronus, but the Mindanao miniature babbler, formerly included in M. leytensis as a subspecies, is now usually held to be a distinct species, M. sordidus.",Near Threatened
5013,350,micromacronus sordidus,84.0,Small,5.5,NA,Dense habitats,1,Carnivore,5.88,8.43,7.32,124.94,26318.90,"The Mindanao miniature babbler (Micromacronus sordidus) is a bird species in the family Cisticolidae. It was formerly included in M. leytensis as a subspecies, is now usually held to be a distinct species, M. sordidus.",Near Threatened
5014,5321,micromonacha lanceolata,117.6,Small,19.8,Forest,Dense habitats,1,Carnivore,-17.16,10.41,-4.80,-72.34,1651230.16,"The lanceolated monklet (Micromonacha lanceolata) is a species of near-passerine bird in the family Bucconidae, the puffbirds, nunlets, and nunbirds. It is found in Bolivia, Brazil, Colombia, Costa Rica, Ecuador, Panama, and Peru.[2][3]",extant
5015,8985,micronisus gabar,381.7,Large,169.55,Grassland,Open habitats,2,Carnivore,-34.84,19.43,-2.35,23.08,13910595.47,The gabar goshawk (Micronisus gabar) is a small species of African and Arabian bird of prey in the family Accipitridae.,extant
5016,6303,microparra capensis,150.4,Medium,41.3,Wetland,Open habitats,2,Carnivore,-31.55,18.12,-10.33,25.55,3244082.83,The lesser jacana (Microparra capensis) is a wader in the family Jacanidae and can be found in Africa. It can be recognized by its long legs and claws that allow it to walk on aquatic vegetation – although it is not to be confused with the larger African Jacana. The lesser jacana is insectivorous. Its conservation status is of least concern.[2],Least Concern
